income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
71809,74,14,3,0,1
40238,73,17,88,1,9
0,70,2,33,0,9
76157,116,15,80,0,1
30514,72,3,87,2,6
44485,62,5,74,0,2
50941,69,17,46,0,2
53105,110,6,65,0,2
25167,140,3,76,0,2
30244,92,11,72,0,1
25370,102,10,77,0,2
0,73,8,71,1,2
69202,61,33,12,0,1
31530,69,24,47,1,3
61040,78,21,9,0,9
85185,107,26,91,0,5
78772,62,9,47,0,8
0,63,35,15,0,2
99241,70,22,27,0,2
0,83,29,52,0,1
21114,180,7,59,0,1
56005,68,31,30,1,3
63860,62,26,81,0,1
29295,219,25,50,0,2
54339,86,10,52,0,1
0,66,6,71,2,1
98078,73,5,79,0,6
20592,71,15,81,1,1
72805,62,13,34,4,3
55645,129,23,33,0,1
98859,70,3,57,0,1
0,61,17,1,1,7
23541,62,12,38,0,2
0,73,4,0,0,8
60087,74,21,23,0,3
0,132,23,33,0,2
48938,121,23,20,0,1
31506,102,23,50,0,8
67454,185,3,71,0,1
18608,71,13,24,0,1
28519,61,9,94,0,1
29462,107,28,23,1,1
0,74,3,64,0,1
58300,94,25,55,0,1
82554,132,6,15,0,2
0,102,10,85,0,2
0,111,1,72,0,2
29735,69,3,92,0,1
50738,71,11,48,0,1
65709,72,33,77,0,3
0,123,22,25,0,6
0,95,16,28,0,1
0,85,11,27,0,2
19651,72,3,68,0,5
0,72,18,25,0,2
69693,112,34,62,1,2
0,104,10,74,0,7
0,65,5,59,1,1
45525,66,1,41,0,1
96765,72,28,61,0,1
32903,64,4,41,3,3
22520,73,17,64,0,3
67486,118,3,26,0,1
92381,72,24,27,0,1
26057,74,3,63,0,2
75716,247,2,32,0,1
63657,128,1,26,0,7
57709,125,10,26,0,1
19614,85,21,32,0,2
75216,84,23,39,1,1
24666,101,32,51,0,3
20799,111,20,28,0,2
0,64,10,34,0,4
34337,113,20,44,0,9
53562,135,24,35,0,1
22664,73,0,8,0,1
27289,158,4,78,2,1
54831,61,7,45,0,1
78310,76,4,24,0,1
39854,66,6,4,0,7
0,90,3,74,0,4
48096,131,10,3,0,2
59522,89,0,8,0,3
0,79,11,45,1,2
43285,83,35,77,0,1
33104,70,10,23,1,1
56172,64,0,74,0,1
83632,94,7,86,4,1
0,81,16,69,0,1
81439,90,25,40,1,2
55911,74,7,40,0,1
90456,71,26,40,0,2
0,64,13,11,0,3
55687,276,33,91,0,1
20978,98,19,96,1,1
82093,62,17,3,0,3
51944,156,12,96,0,1
78824,77,10,12,0,6
0,65,9,31,0,2
23091,96,28,90,5,5
24723,129,20,0,0,5
31998,69,31,70,0,1
80138,83,3,33,0,1
72916,80,25,72,0,1
0,65,5,63,2,2
0,91,16,63,0,1
0,170,10,74,0,5
44527,94,20,91,2,5
46655,82,27,20,0,1
0,67,10,50,2,2
26975,73,14,59,0,5
62900,62,3,12,0,2
14232,64,13,1,0,5
34200,70,27,15,0,1
0,77,13,57,0,9
22981,69,30,8,0,1
14616,107,22,73,0,3
0,74,4,30,0,1
88590,107,0,57,0,1
60445,65,8,53,0,8
40602,105,14,84,0,2
66795,64,14,71,0,2
37384,99,9,17,0,1
0,61,17,1,1,7
28264,61,22,12,4,6
33806,89,32,59,0,2
79980,91,22,75,0,3
64706,135,0,30,0,1
29660,112,29,71,0,1
26313,87,6,77,0,7
19861,93,27,21,0,1
75648,108,28,10,0,1
33992,194,15,46,1,2
0,109,19,49,2,2
25370,102,10,77,0,2
98036,113,18,92,0,2
40864,109,16,70,1,1
21150,116,8,1,0,4
49057,63,16,52,0,2
97658,76,7,82,1,3
0,109,10,70,0,1
25634,67,12,53,0,2
56154,67,6,26,0,4
90892,61,1,31,0,6
0,68,19,2,3,2
72960,68,11,17,1,5
0,73,4,71,1,8
54507,138,20,11,0,1
81190,92,9,87,0,1
28204,73,6,12,0,1
0,66,5,40,3,1
26441,66,32,20,0,1
42650,69,10,92,0,5
29195,68,2,46,0,1
22283,65,16,93,0,1
15383,61,10,36,0,4
16101,74,16,10,0,3
27681,83,13,62,0,9
72540,88,7,3,0,2
42780,181,11,43,2,5
57882,115,1,61,0,2
60060,67,24,12,0,1
61160,96,2,71,0,3
93416,62,5,16,0,6
83220,110,9,42,0,1
31226,93,31,68,0,2
66982,121,12,13,0,1
0,61,32,85,0,2
0,117,8,89,0,2
27354,86,2,13,1,7
61726,96,33,30,2,4
66839,154,33,24,0,1
60433,77,0,64,0,2
11538,82,35,22,0,2
67837,69,19,17,4,1
40032,118,1,50,2,7
41126,61,28,89,0,8
65176,62,24,32,0,1
34717,70,7,33,2,1
0,122,27,2,0,1
0,89,15,83,0,1
0,110,7,90,0,5
0,67,29,40,0,9
0,95,6,99,0,5
44379,83,10,12,1,8
0,94,3,40,0,1
82730,127,13,31,0,1
37995,139,16,50,0,1
0,73,9,28,2,2
85018,68,22,54,3,6
0,89,1,84,1,4
0,73,18,45,0,5
72109,105,31,34,0,2
67798,69,1,78,0,9
0,118,10,69,1,1
0,74,19,50,0,1
80714,72,18,12,0,1
38667,63,9,21,0,1
34430,117,16,51,0,8
83576,69,35,72,0,5
35625,65,10,56,1,3
85718,139,4,98,1,1
74454,71,25,29,0,3
66146,96,2,38,0,2
0,88,18,7,0,5
13215,74,30,17,1,3
62302,70,7,7,0,1
0,124,13,31,0,1
52583,113,12,59,0,7
22076,85,30,53,0,1
94527,73,16,32,0,3
34337,113,20,44,0,9
29053,181,34,52,0,1
0,68,2,82,0,2
62506,69,3,90,0,1
0,65,7,14,0,6
45404,70,13,11,2,6
28773,229,14,72,0,2
24019,79,14,27,0,1
0,71,6,65,0,1
23666,104,7,76,0,9
36794,99,0,75,0,1
25163,67,32,18,0,1
66156,72,11,66,0,6
0,76,7,84,0,2
10147,67,15,52,0,2
0,64,4,61,0,1
95765,61,14,80,0,3
60752,67,4,19,0,7
0,104,27,13,1,1
31058,67,5,19,5,1
13542,94,5,35,0,8
25270,99,34,87,0,2
24152,72,17,28,2,1
60282,102,23,87,0,2
40252,104,12,60,0,2
28142,105,18,50,0,1
95697,61,16,55,0,1
89771,67,10,9,2,1
79751,63,15,67,0,1
0,69,27,56,0,7
45032,77,13,35,0,3
62277,113,9,68,0,8
0,87,13,76,0,2
40525,73,3,27,0,1
26004,70,12,3,0,1
82399,77,18,15,3,9
28909,66,15,66,0,8
15323,128,30,61,0,1
79628,98,6,4,0,1
0,97,23,38,0,1
27769,121,24,78,0,6
16707,102,9,74,0,8
0,66,4,83,0,2
94395,83,23,1,0,1
84895,67,24,19,0,1
66661,119,23,41,0,2
0,62,26,30,0,1
31447,121,12,16,0,1
61987,125,24,4,0,1
42460,91,28,42,0,1
12811,150,27,0,2,1
44428,104,17,61,0,2
0,97,19,18,0,1
25221,103,10,41,5,1
44940,65,1,67,0,1
39192,71,7,11,0,1
0,68,6,50,0,2
42513,133,0,44,0,3
59821,193,12,6,0,2
22571,63,29,51,0,9
60021,99,12,28,0,1
58172,67,8,62,0,2
58299,105,24,22,1,1
25275,61,5,80,0,2
80807,109,1,73,0,2
52348,65,33,18,1,2
58843,68,1,96,0,2
58557,88,4,83,0,1
0,105,2,54,0,1
86599,73,32,89,0,1
52984,69,12,81,0,5
0,72,18,39,0,4
0,72,33,39,0,7
47778,96,2,81,0,7
33806,89,32,59,0,2
52018,78,17,37,3,7
24910,63,7,63,1,1
39135,91,8,56,0,2
0,97,31,58,0,3
0,133,7,42,0,4
0,78,32,66,0,5
28726,65,13,88,0,3
0,122,9,48,0,2
45356,90,31,30,0,3
87050,129,1,75,0,1
20705,171,8,12,1,3
52651,94,34,20,0,2
55270,63,35,67,0,2
46900,66,13,59,0,1
60500,110,27,92,0,2
43877,102,26,77,0,4
0,72,2,12,0,9
58488,73,29,15,2,2
29193,61,0,47,3,9
61108,89,22,93,0,2
23931,95,4,24,0,1
0,70,35,56,0,3
0,104,3,62,0,3
34628,71,21,31,0,1
74089,94,13,89,2,7
0,290,11,18,0,5
30493,62,15,56,1,2
89285,93,17,11,0,4
92147,77,25,27,2,1
39428,84,19,80,2,8
21542,103,18,37,0,2
0,72,30,26,0,8
23506,113,0,27,0,9
70811,100,14,8,0,7
0,78,21,23,3,3
82214,106,11,19,1,1
71401,73,15,82,0,3
46587,119,34,74,2,2
80046,132,4,42,0,4
76389,68,5,86,0,7
77235,87,2,68,0,5
38595,74,5,42,3,2
0,118,14,64,0,4
55359,83,28,73,0,1
79814,62,18,50,0,3
75277,70,2,48,3,1
78618,66,7,56,0,1
20123,63,7,47,0,3
88362,78,9,63,0,1
0,116,23,14,3,1
52782,85,20,61,4,1
0,137,19,30,0,1
22283,65,16,93,0,1
28848,96,22,54,0,7
0,64,24,1,0,1
54378,66,16,30,0,1
21827,67,18,53,0,8
20090,109,10,59,0,2
27750,297,28,25,1,1
57135,61,25,47,0,8
58580,61,5,53,0,3
60475,107,9,18,0,1
37937,116,11,42,0,5
70360,69,0,66,0,8
0,119,9,74,0,2
47509,66,28,73,0,1
27071,183,1,85,0,1
46546,99,9,64,0,2
32627,67,14,53,4,2
0,65,8,50,0,1
0,116,6,87,0,1
0,122,19,72,2,3
29177,64,5,20,2,5
88233,88,32,22,0,2
0,107,17,81,0,1
0,195,20,61,0,1
79189,95,20,50,0,1
41077,71,3,14,0,1
47048,118,0,37,0,3
45484,111,31,28,0,8
79453,115,11,47,0,1
88753,181,6,21,0,3
0,74,7,63,0,1
73945,78,21,76,0,8
14030,72,11,3,0,1
81799,68,23,97,0,1
23634,62,4,25,0,9
0,78,26,14,0,1
56334,65,35,72,0,3
23206,107,31,60,0,1
28140,85,23,5,0,1
0,63,4,52,0,2
0,88,16,8,0,2
14973,115,2,75,0,2
0,87,31,9,0,9
25884,69,18,36,3,9
11607,96,19,38,0,1
53691,67,13,48,0,2
89464,194,17,40,1,3
60596,71,20,78,4,3
43720,117,5,90,1,2
56980,84,33,70,0,7
0,68,5,36,0,2
0,67,0,71,1,3
63774,111,18,63,0,1
61650,88,8,2,0,2
31354,109,11,23,0,9
44190,74,17,40,0,3
38183,191,21,14,0,8
79751,63,15,67,0,1
0,64,3,53,1,7
12266,114,25,36,1,3
61807,70,0,96,0,1
11828,90,18,84,0,2
49945,70,21,65,0,2
28204,182,30,84,0,1
54726,219,30,69,0,1
43386,68,13,79,0,1
0,101,6,43,0,9
72302,66,6,27,0,1
71391,67,29,39,0,2
21606,71,21,22,3,1
74489,124,11,36,0,3
50549,61,2,73,0,7
0,195,9,33,1,5
0,139,5,56,0,2
0,105,3,92,0,1
35625,65,10,56,1,3
25370,116,21,64,0,3
51523,62,31,0,0,3
85058,137,34,82,0,2
0,125,10,43,0,9
27005,61,10,72,0,7
62808,66,33,37,0,4
88692,64,29,26,0,5
0,115,21,78,0,2
19064,98,23,35,1,7
0,88,16,80,0,6
60345,93,22,10,0,5
59592,84,8,49,0,1
15648,73,29,68,1,5
23904,123,1,67,3,1
90893,110,33,0,0,1
0,66,18,66,0,6
74001,84,16,0,0,2
28447,67,20,99,0,3
56586,100,33,86,0,1
0,172,5,33,0,1
19186,62,10,34,0,5
65348,110,35,58,0,2
0,84,18,25,1,4
0,109,28,96,0,2
0,99,0,71,0,1
0,91,21,23,0,3
18892,73,33,76,0,5
19066,103,5,61,0,2
95102,101,6,73,0,8
70263,93,30,66,0,5
0,122,15,47,0,9
18120,63,34,90,4,2
38169,62,18,82,0,2
64801,64,23,19,0,2
86036,90,8,20,3,2
0,101,16,59,0,1
31278,92,24,95,4,1
20053,62,2,24,1,2
71587,99,1,74,0,2
44368,80,5,72,0,3
76157,116,15,80,0,1
59183,113,11,91,0,5
91015,73,31,30,1,2
52774,66,16,26,4,2
37876,69,13,15,0,1
57938,101,6,36,0,3
26526,99,0,86,0,3
76608,62,2,2,0,1
0,194,23,34,0,7
48056,78,15,92,0,1
45428,109,2,46,1,3
89196,81,17,52,0,1
88893,86,5,63,0,9
0,97,20,9,4,7
92722,72,34,45,1,1
57693,76,16,56,0,3
53249,67,32,10,0,3
26304,63,22,93,0,1
0,70,34,10,0,2
71460,74,11,77,5,1
74454,71,25,29,0,3
96413,99,3,78,0,1
98542,90,1,93,0,2
43416,70,7,99,0,5
81182,64,3,45,0,8
79065,69,13,24,0,1
11721,102,2,56,2,2
82414,95,10,85,0,1
14533,63,4,20,0,2
0,73,15,59,0,1
52513,65,0,76,3,2
0,87,4,4,3,1
79487,114,20,87,0,1
57449,103,6,28,0,2
20181,66,8,66,2,3
73339,71,0,61,0,1
80969,217,1,80,0,3
74057,105,12,75,1,1
32225,66,23,90,0,2
60909,112,8,94,0,5
70999,63,5,70,0,3
75457,93,0,79,0,2
24059,112,31,17,0,1
56480,87,13,62,0,2
37586,63,29,90,0,2
97026,73,30,66,0,3
54010,69,5,89,0,1
87485,92,12,57,0,1
74583,118,31,20,0,4
0,64,25,25,0,8
21238,95,11,38,4,4
0,93,8,48,0,8
22283,65,16,93,0,1
58237,63,34,22,3,1
19864,63,22,96,0,1
57283,106,9,85,1,1
0,104,33,19,0,2
71656,137,3,88,0,8
0,94,33,95,0,1
41460,83,1,54,0,4
85165,101,8,81,0,2
0,111,10,75,0,1
36723,106,13,18,1,1
56980,84,33,70,0,7
32260,113,8,99,0,4
75644,65,5,68,3,9
92056,62,21,1,0,1
28524,62,26,45,0,9
0,61,2,54,2,1
28089,82,11,72,1,1
87020,74,6,84,0,8
27907,74,3,38,1,1
91811,70,1,85,0,1
0,111,21,20,0,8
69451,72,3,93,0,5
92427,64,2,48,2,3
0,69,8,24,0,6
44428,104,17,61,0,2
55842,109,4,26,0,3
52796,62,6,17,0,3
41775,109,11,80,0,2
0,66,6,71,2,1
34974,71,7,36,0,3
56457,73,27,68,0,2
39854,66,6,4,0,7
27839,65,20,54,5,1
88240,117,3,94,0,1
0,102,10,90,0,2
52693,129,1,0,0,5
65337,173,9,22,1,1
64014,63,26,27,0,7
0,61,17,1,1,7
35482,129,21,59,0,3
20951,65,2,50,0,5
0,62,22,46,0,3
39393,70,24,56,1,1
62912,69,9,89,0,2
33561,152,6,30,0,1
53055,112,30,30,2,3
0,63,24,89,0,2
55037,80,20,88,1,8
0,65,22,44,0,8
27587,103,14,34,1,2
29658,119,20,66,0,2
63633,68,16,21,1,8
23459,96,17,19,0,1
34498,83,30,72,0,7
28559,66,5,1,0,5
73740,64,23,3,0,3
0,125,23,64,0,1
25925,72,5,85,3,1
31725,76,31,9,0,5
49659,234,31,15,0,9
81197,109,2,42,0,2
43922,88,26,88,0,2
87123,69,13,87,0,2
0,66,15,24,0,2
68745,80,5,42,0,1
29815,95,35,18,0,2
53333,66,4,34,0,1
0,66,16,35,4,1
24661,196,6,28,0,7
95351,111,31,74,0,5
62088,64,6,28,2,4
0,122,15,47,0,9
31503,105,17,74,3,2
49078,97,10,3,0,2
28120,112,7,52,0,3
0,106,3,90,0,8
44369,77,7,35,3,1
15131,67,14,13,0,9
26890,65,28,37,0,4
45855,62,0,26,1,1
76358,66,25,3,0,2
45586,72,17,20,0,4
43267,78,8,10,0,2
0,82,15,20,0,2
46648,81,8,26,0,7
42406,77,15,49,0,1
50798,72,21,59,0,7
76358,66,25,3,0,2
13528,86,21,35,0,3
0,67,21,85,0,8
85023,85,4,69,0,1
0,62,20,9,0,7
74460,69,3,25,0,2
22932,62,2,97,0,1
54189,62,11,84,0,3
42247,74,4,52,0,1
0,96,31,85,0,1
0,117,3,33,0,9
36706,80,19,67,0,1
67899,66,5,31,1,6
0,61,4,68,0,2
41900,63,0,34,0,2
72786,76,10,9,0,2
60108,78,0,63,0,1
31433,100,5,23,0,2
27940,65,21,3,1,4
51246,122,4,89,0,1
56587,65,4,88,1,6
45025,69,35,85,1,1
0,132,13,47,0,3
22799,190,10,75,0,6
82601,66,9,38,0,3
22705,239,19,59,0,7
0,92,13,17,0,1
41212,95,13,27,0,1
0,70,3,94,0,2
21687,88,10,68,0,8
22571,63,29,51,0,9
72032,72,10,73,0,4
42570,128,5,52,0,2
62873,81,0,41,0,1
21370,77,1,35,0,2
66081,64,31,92,1,1
93854,87,18,41,0,9
19429,122,18,21,0,9
46879,86,3,62,2,3
36791,68,26,62,0,3
40211,106,5,98,2,6
48642,77,23,69,0,2
69063,115,12,65,0,3
87455,71,10,46,0,1
80101,79,16,8,0,3
0,61,13,81,1,1
51817,129,20,78,4,2
31561,68,8,62,0,7
64640,73,5,94,2,1
64220,107,3,86,0,7
33580,62,17,77,0,3
0,64,10,15,0,5
0,65,9,31,0,2
0,67,0,79,0,3
43318,66,35,28,0,5
83869,81,10,23,0,1
43875,78,18,33,0,5
59016,92,3,65,0,1
70793,69,32,1,0,1
24164,137,2,40,0,5
29133,104,27,76,0,1
81082,73,5,85,0,4
0,65,17,41,0,2
21277,66,1,42,0,9
16924,226,23,69,0,1
10540,115,33,76,0,3
0,133,4,58,0,3
62873,81,0,41,0,1
98623,211,17,69,0,9
37876,69,13,15,0,1
77469,109,2,98,1,2
30535,66,22,18,0,2
0,67,17,4,0,4
39310,61,5,89,0,3
27229,99,20,9,0,2
41418,112,17,80,0,2
67840,112,34,56,0,5
0,80,24,20,0,7
23091,96,28,90,5,5
69468,67,2,3,0,3
74143,114,1,61,0,6
65165,126,14,18,1,1
50537,165,10,35,0,1
72608,82,26,19,3,8
26312,110,29,19,1,2
56900,68,11,34,0,1
60707,70,2,24,0,1
67276,61,7,74,0,2
30865,104,33,31,0,7
79487,114,20,87,0,1
0,84,18,25,1,4
0,62,18,75,0,3
41098,96,3,15,0,2
89158,67,34,71,0,6
99612,70,14,20,0,1
0,194,22,79,0,1
94885,86,18,10,3,1
78352,74,33,3,0,7
43460,63,4,18,0,3
46587,119,34,74,2,2
21236,123,3,12,0,1
0,106,15,30,0,1
0,65,11,52,0,1
0,68,35,65,0,7
28432,118,1,59,0,2
65167,131,22,85,0,1
33700,62,26,72,0,3
0,105,14,21,0,7
13663,97,1,66,0,2
0,131,4,49,0,9
0,84,19,26,2,4
0,82,1,13,0,2
65933,108,23,16,0,5
0,128,11,57,0,2
28663,66,23,34,0,1
78092,84,34,13,0,1
57693,76,16,56,0,3
19614,85,21,32,0,2
23235,99,28,71,0,4
79528,64,2,39,0,2
0,136,10,41,0,2
23253,61,20,49,0,1
40571,100,19,56,2,2
60668,138,18,92,0,1
61776,73,9,61,3,6
38820,99,29,59,0,1
47285,63,7,3,0,1
0,62,13,21,0,8
78310,192,34,18,1,2
26222,62,23,18,0,1
0,79,21,53,1,7
83926,181,31,88,0,1
24124,91,24,52,0,3
28879,106,6,9,0,2
0,112,26,27,0,1
12964,65,2,37,0,4
0,115,22,65,0,2
88105,86,5,26,0,2
66524,74,15,8,4,1
27398,68,4,39,1,1
37759,108,9,51,0,5
45743,96,15,81,0,2
54183,70,1,91,0,1
46900,66,13,59,0,1
59803,90,21,0,0,2
53787,104,20,77,0,1
35095,73,25,56,0,2
0,67,21,60,0,5
0,217,14,40,1,2
30845,116,3,89,1,2
23665,67,19,50,0,2
92107,88,7,38,0,5
62464,109,23,45,0,4
69991,65,27,44,0,7
23904,123,1,67,3,1
0,96,31,34,0,1
83894,110,6,46,0,2
88340,102,16,1,0,2
0,125,6,61,0,2
39602,64,15,59,0,2
25905,63,21,12,0,1
24626,108,19,3,0,2
59732,94,0,54,0,1
36898,169,14,36,1,3
92864,123,13,60,0,1
0,66,6,71,2,1
93752,64,34,24,0,3
21156,89,2,32,0,8
67206,90,9,69,0,9
85654,76,8,46,0,3
59325,83,20,76,0,2
13528,86,21,35,0,3
0,63,0,88,1,2
0,165,12,82,1,2
75333,90,15,44,1,1
61108,72,27,84,0,6
27083,73,15,58,1,1
68997,63,3,26,0,2
33451,67,0,1,0,1
21500,115,14,44,0,1
26487,112,0,82,0,3
74713,70,20,67,0,1
0,70,8,74,0,3
85607,66,26,1,0,3
44891,83,12,75,0,6
89061,103,19,88,0,3
0,198,4,31,0,9
63774,111,18,63,0,1
93308,92,20,56,0,1
10375,66,10,95,0,2
85950,69,5,61,0,1
33402,109,7,66,0,4
18129,71,23,59,0,1
0,66,29,58,0,8
0,65,24,45,1,4
20396,76,15,60,1,4
13376,108,13,75,0,4
32517,94,11,53,3,3
28651,67,4,25,0,2
64964,66,9,84,0,5
34112,77,32,68,0,6
0,108,32,49,3,1
81145,92,34,92,0,8
39894,134,23,87,0,2
52447,90,5,57,0,7
0,69,31,69,2,2
35398,71,26,41,0,7
26239,65,11,39,0,2
0,70,4,64,0,7
83013,103,2,75,0,2
0,190,9,67,0,7
86205,223,8,67,0,8
50414,69,25,34,0,1
37496,65,1,36,0,2
24224,71,7,64,0,1
62338,92,9,61,0,4
63483,83,4,84,0,3
0,70,24,58,0,1
38113,73,4,34,0,2
38676,72,24,33,0,2
20200,65,3,51,3,1
29038,69,14,61,0,1
23179,91,11,79,0,9
56598,88,29,29,0,2
0,76,11,38,0,1
46988,195,8,69,0,1
20978,98,19,96,1,1
0,63,5,7,0,1
59130,117,21,7,0,2
31572,70,14,95,3,3
0,72,21,65,0,3
32646,119,25,84,0,1
51791,181,10,46,1,1
70828,62,8,18,0,4
40903,61,12,5,0,1
0,106,19,67,1,3
24031,66,32,37,0,3
84927,112,27,83,0,1
0,72,20,11,0,2
23893,73,19,21,0,1
71255,138,28,16,0,4
37697,112,35,8,0,1
33746,106,29,23,0,2
70263,93,30,66,0,5
43367,118,6,20,0,1
0,81,26,23,0,1
0,66,12,20,1,4
11432,119,11,9,0,2
67249,86,25,4,0,1
76839,68,12,85,0,3
71210,214,8,89,1,2
49447,119,9,48,2,1
98713,65,3,91,0,2
26094,67,16,84,0,1
26990,65,9,60,1,2
46644,84,34,19,0,1
33462,72,12,9,0,1
66880,71,7,54,0,1
88680,66,5,66,0,2
0,79,4,78,0,4
75132,93,7,33,2,1
0,122,15,47,0,9
56617,74,18,24,0,3
75638,83,6,52,4,2
24982,109,20,52,4,7
40348,83,6,56,0,1
24083,63,22,2,1,2
81538,66,3,46,0,1
62873,81,0,41,0,1
66245,145,22,58,0,2
0,102,22,20,0,2
26303,165,16,47,0,1
58620,71,11,51,0,2
18375,103,8,50,0,1
30944,92,15,46,0,1
59630,185,9,67,0,1
53957,184,19,80,0,1
44385,97,6,31,0,7
0,119,1,58,0,7
25561,163,3,25,0,2
85956,145,0,85,0,1
0,61,26,79,1,1
37406,122,23,38,1,1
39053,114,5,66,0,1
24475,84,11,55,3,1
92296,69,4,65,0,1
29484,93,19,51,0,2
0,114,19,50,0,3
48088,94,25,73,0,4
21366,63,20,47,0,3
17101,113,1,88,0,2
0,64,3,59,0,4
26802,66,7,43,1,5
89025,64,32,10,0,2
0,104,23,76,0,1
52228,220,29,72,1,8
0,126,13,91,0,1
0,63,11,30,0,1
83086,71,1,43,3,3
53214,91,21,76,0,3
51643,283,16,43,0,1
73168,70,21,50,0,3
0,298,26,94,0,1
0,90,1,94,0,2
61246,110,24,21,0,3
32762,112,26,74,0,2
0,69,21,54,5,3
0,133,9,85,0,1
0,126,12,4,0,2
64127,71,31,19,0,2
0,67,9,54,0,2
16794,96,7,31,0,2
31930,83,19,30,0,2
74918,85,13,74,0,1
70742,124,3,64,1,1
64801,64,23,19,0,2
48829,64,23,70,1,1
73853,89,7,35,0,1
0,99,25,23,0,2
66844,70,11,80,4,5
11904,61,34,11,2,3
56869,83,25,34,3,1
0,67,3,54,0,1
0,68,20,44,1,7
59325,71,13,75,0,3
0,115,19,60,0,9
0,112,30,29,1,3
25927,103,6,20,0,1
0,71,31,79,0,1
83073,71,15,46,0,3
0,73,14,36,2,1
0,87,4,4,3,1
0,72,17,11,1,3
35301,74,23,68,0,7
21829,111,6,59,0,3
15142,116,7,5,0,3
0,71,28,76,0,2
58498,67,6,1,3,1
64592,64,12,57,0,1
80306,71,11,12,0,1
29105,117,28,31,0,1
47137,84,5,11,0,5
0,62,5,54,0,1
0,109,19,2,0,3
0,100,27,58,0,2
66711,86,25,92,0,1
48943,65,17,50,0,2
0,71,20,48,0,1
34807,73,8,90,0,1
52583,113,12,59,0,7
0,111,6,51,0,4
92589,65,29,20,0,9
96689,103,34,80,0,5
0,73,28,19,0,2
76594,122,26,9,1,1
83777,112,18,74,0,1
20954,78,15,27,0,1
84491,110,0,0,0,1
89451,63,11,2,0,1
85132,106,0,60,5,3
11193,114,2,88,0,6
28806,61,13,90,0,1
76184,111,23,19,0,3
66429,136,35,93,0,1
43278,68,10,10,0,1
13528,86,21,35,0,3
74015,72,12,61,0,6
54507,138,20,11,0,1
0,119,3,52,5,2
72302,66,6,27,0,1
14606,72,2,94,5,4
0,68,21,59,0,7
43406,187,6,49,0,1
60426,62,0,97,0,2
26334,71,9,94,0,3
22514,80,22,96,0,2
76114,88,6,97,0,1
48791,62,27,0,3,1
65605,111,2,72,2,7
69259,63,3,30,0,1
0,64,16,42,1,5
0,62,0,5,0,2
90969,65,7,22,0,2
50180,77,30,93,3,1
41991,67,14,75,0,3
71391,67,29,39,0,2
0,61,17,1,1,7
70725,70,2,0,0,2
36650,69,2,70,1,1
54194,119,9,90,1,1
23554,61,12,17,0,6
62464,109,23,45,0,4
71888,115,14,33,0,4
80846,65,9,32,0,9
0,67,7,84,0,5
11432,119,11,9,0,2
39017,170,10,4,2,3
0,108,7,54,0,4
73769,61,24,84,0,6
58557,88,4,83,0,1
0,91,12,6,0,1
48367,161,10,34,0,2
39718,65,1,55,2,1
0,96,31,64,1,3
43358,61,2,83,0,6
83873,76,5,36,1,1
22361,95,15,42,0,2
70061,99,2,57,0,3
0,73,6,19,0,2
65742,79,6,0,0,1
23665,67,19,50,0,2
66457,95,2,76,0,1
82634,104,8,74,0,3
0,69,11,60,0,1
0,70,24,10,0,1
29735,69,3,92,0,1
61417,65,6,35,0,7
0,105,3,12,0,4
43846,65,16,33,1,1
0,67,33,54,0,2
33775,61,24,95,0,1
96988,77,1,60,0,3
0,114,26,34,0,7
81945,68,19,45,0,9
0,65,24,47,0,1
19019,186,7,46,0,1
62579,72,33,53,0,1
46587,119,34,74,2,2
0,81,26,58,0,1
0,78,15,47,0,2
0,135,1,98,0,9
0,66,1,61,0,9
29327,118,26,21,0,1
81081,96,32,34,1,2
0,106,27,89,0,1
57222,112,3,88,1,2
91147,107,4,79,0,7
76638,73,2,55,1,1
29697,64,6,43,0,2
0,61,27,90,0,2
67352,181,7,80,1,1
23904,123,1,67,3,1
0,88,16,28,2,7
89953,74,3,42,0,3
20862,68,1,69,0,9
47663,114,35,24,0,8
49564,105,8,29,0,5
28432,118,1,59,0,2
32356,117,11,35,2,2
55269,71,32,15,0,2
0,116,6,78,0,3
76771,95,34,82,1,7
75648,108,28,10,0,1
20698,68,21,72,5,5
29734,63,12,86,0,2
43963,110,25,59,0,7
29465,63,6,9,0,1
24851,103,8,99,0,2
0,107,2,4,2,1
11033,97,27,18,0,2
20495,61,7,36,0,2
95766,68,17,62,0,5
0,65,22,39,0,2
61029,72,26,98,0,1
0,105,3,30,0,1
56188,86,20,52,3,3
94812,70,11,40,0,1
0,70,28,77,1,3
55338,116,25,54,0,7
82477,90,1,69,0,1
20852,73,8,6,0,1
0,82,22,62,0,2
0,83,16,75,0,1
0,95,14,57,2,1
72460,85,9,76,0,1
76358,66,25,3,0,2
96306,95,12,17,1,6
49544,101,3,29,0,1
0,68,10,36,0,7
0,101,7,19,0,4
63357,101,26,42,0,5
0,82,9,21,0,1
23060,109,13,25,3,1
27781,71,33,7,0,2
43246,62,19,89,0,1
14254,124,21,16,0,1
60334,106,5,67,0,1
35625,65,10,56,1,3
54684,111,13,15,3,2
56228,65,4,79,0,1
82166,134,9,43,3,1
30406,73,29,93,0,1
75007,101,1,19,0,1
79271,62,24,63,4,1
0,76,2,66,0,2
59414,140,34,56,0,2
44719,66,6,55,0,2
0,129,14,93,2,1
21986,63,1,9,0,1
