,effective_to_date,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
4851,2011-02-19,63032,61,5,79,0,1,404.550554
4852,2011-01-25,27228,129,19,61,4,1,238.262773
4853,2011-01-13,0,68,5,4,1,2,483.578159
4854,2011-01-23,13424,71,30,78,0,1,340.8
4855,2011-01-27,59098,110,31,73,0,3,665.931223
4856,2011-02-13,16181,181,22,79,0,8,1261.319869
4857,2011-02-17,95697,107,29,29,0,9,178.006524
4858,2011-01-23,26806,63,32,19,0,2,302.4
4859,2011-02-08,30595,69,22,36,0,2,446.08476
4860,2011-02-27,88079,61,16,37,0,3,121.88814
4861,2011-01-10,99803,71,1,67,0,2,189.143402
4862,2011-02-18,0,118,26,43,0,2,1118.990694
4863,2011-02-14,0,191,27,49,0,3,1375.2
4864,2011-01-08,36283,68,14,63,1,1,291.410965
4865,2011-01-18,66991,115,1,71,0,1,399.617715
4866,2011-01-01,34322,70,20,46,2,1,336.0
4867,2011-02-20,44855,63,3,71,1,1,103.607499
4868,2011-01-04,97729,115,4,48,1,7,221.047584
4869,2011-01-25,48263,104,2,32,0,1,674.863718
4870,2011-01-18,68343,79,20,78,0,2,379.2
4871,2011-02-25,76847,118,16,52,0,3,31.58501
4872,2011-01-24,35795,65,25,53,0,1,312.0
4873,2011-01-14,0,71,1,29,0,2,340.8
4874,2011-01-16,53074,61,5,86,0,1,268.773368
4875,2011-02-11,0,63,13,48,0,1,732.638975
4876,2011-02-14,28743,112,9,13,0,3,537.6
4877,2011-01-07,81839,65,23,39,1,4,74.666163
4878,2011-01-24,14030,72,11,3,0,1,345.6
4879,2011-01-28,32764,61,30,23,0,1,292.953446
4880,2011-01-18,74775,95,18,35,0,1,676.658911
4881,2011-02-14,53503,114,3,43,0,7,547.2
4882,2011-02-02,34455,135,8,69,0,2,648.0
4883,2011-02-03,52198,74,2,62,0,1,355.2
4884,2011-01-28,64429,133,1,58,2,2,222.080015
4885,2011-02-28,44788,61,6,48,0,2,386.031248
4886,2011-01-26,30130,110,22,12,0,2,528.0
4887,2011-02-08,0,65,34,84,0,1,149.241472
4888,2011-02-22,0,275,3,64,1,1,1980.0
4889,2011-01-21,34337,113,20,44,0,9,542.4
4890,2011-01-28,22276,111,19,73,1,2,783.211084
4891,2011-02-18,52980,64,33,93,0,1,191.945693
4892,2011-01-31,97736,74,19,22,0,2,60.090984
4893,2011-02-01,0,67,0,14,0,1,222.903462
4894,2011-01-26,0,73,18,16,1,2,792.868448
4895,2011-02-21,68727,94,19,76,0,1,386.520235
4896,2011-02-19,71391,67,29,39,0,2,284.000172
4897,2011-01-02,62271,63,30,52,0,3,25.478179
4898,2011-01-29,0,187,1,7,0,2,1346.4
4899,2011-02-26,0,86,12,96,0,8,412.8
4900,2011-01-19,0,76,8,44,0,3,364.8
4901,2011-02-24,28506,104,27,37,0,1,499.2
4902,2011-02-25,0,86,17,35,0,1,412.8
4903,2011-01-20,0,94,14,17,0,2,676.8
4904,2011-01-21,94161,69,0,65,0,4,108.989737
4905,2011-02-06,33345,102,34,37,0,2,694.078608
4906,2011-02-13,64195,158,0,27,4,6,618.288849
4907,2011-02-12,0,138,1,34,0,2,688.828746
4908,2011-02-27,67414,68,7,37,0,8,148.778455
4909,2011-01-26,33176,63,22,75,0,3,302.4
4910,2011-02-27,0,139,5,56,0,2,667.2
4911,2011-01-15,56779,86,21,16,0,3,435.388932
4912,2011-01-10,40810,114,8,14,0,2,780.378964
4913,2011-02-21,30622,68,22,86,0,2,326.4
4914,2011-01-16,14119,67,4,53,0,2,68.019973
4915,2011-01-24,77237,283,33,93,0,2,1358.4
4916,2011-02-21,24980,71,34,14,0,2,511.2
4917,2011-01-05,66676,97,0,40,0,1,558.099357
4918,2011-01-08,0,69,4,83,1,2,669.716478
4919,2011-01-24,0,69,30,97,0,2,331.2
4920,2011-01-08,0,82,24,21,0,2,157.208336
4921,2011-01-25,41853,71,17,51,0,3,155.511553
4922,2011-01-12,23815,73,4,47,0,2,424.330166
4923,2011-02-22,22885,73,20,46,0,1,386.245297
4924,2011-01-02,32630,66,26,40,0,3,202.961374
4925,2011-02-16,18577,86,21,76,0,6,412.8
4926,2011-02-10,75952,73,5,17,0,3,350.4
4927,2011-01-29,96390,73,17,47,0,2,316.977588
4928,2011-01-17,25680,73,10,93,0,2,332.40907
4929,2011-02-06,0,112,17,29,0,7,806.4
4930,2011-01-27,51504,220,30,99,0,2,2552.343856
4931,2011-01-07,0,74,15,9,3,1,532.8
4932,2011-01-02,41456,73,11,19,0,1,257.380112
4933,2011-01-07,44368,80,5,72,0,3,384.0
4934,2011-01-04,70961,85,19,8,0,2,408.0
4935,2011-01-27,21986,63,1,9,0,1,333.696228
4936,2011-02-27,0,83,14,22,0,1,708.693556
4937,2011-02-24,33514,105,33,2,0,2,265.215014
4938,2011-01-09,60230,98,13,91,0,1,8.129056
4939,2011-01-23,0,70,17,47,1,1,494.196873
4940,2011-01-03,40818,66,6,3,0,6,316.8
4941,2011-01-11,37937,116,11,42,0,5,556.8
4942,2011-02-23,64571,89,34,91,0,6,452.115601
4943,2011-01-18,0,126,29,61,0,3,421.906803
4944,2011-02-17,21988,209,12,62,0,2,1003.2
4945,2011-01-15,0,95,12,5,0,1,684.0
4946,2011-02-23,24672,93,9,44,0,9,669.6
4947,2011-02-15,0,74,26,95,1,1,355.2
4948,2011-01-12,0,96,1,79,0,2,460.8
4949,2011-01-04,72878,61,0,58,2,2,45.463345
4950,2011-01-01,88340,102,16,1,0,2,489.6
4951,2011-02-25,52278,73,31,91,0,3,234.997994
4952,2011-02-14,12902,139,3,51,0,1,667.2
4953,2011-01-17,99816,86,0,0,0,1,172.913031
4954,2011-02-09,26554,68,18,86,1,1,391.687368
4955,2011-01-31,77485,77,0,87,0,1,355.909266
4956,2011-02-22,22537,64,24,87,1,2,307.2
4957,2011-01-11,76522,71,31,71,0,6,340.8
4958,2011-02-25,0,64,22,34,3,1,602.911057
4959,2011-01-28,22886,65,9,81,0,3,312.0
4960,2011-01-05,0,115,1,34,0,1,552.0
4961,2011-01-22,25506,65,10,16,0,1,312.0
4962,2011-01-06,0,110,7,70,0,1,1265.387328
4963,2011-02-05,0,98,19,17,1,2,705.6
4964,2011-02-07,0,191,22,38,0,1,2042.569089
4965,2011-02-24,0,72,18,91,0,9,345.6
4966,2011-01-31,96357,71,4,69,1,1,238.245103
4967,2011-01-13,16266,100,11,23,0,2,1177.323534
4968,2011-02-23,76516,95,13,15,0,9,661.008979
4969,2011-02-18,20484,61,3,89,0,1,181.218317
4970,2011-02-21,40215,64,11,22,0,3,98.480884
4971,2011-02-01,22854,122,28,53,0,2,878.4
4972,2011-01-30,0,118,6,34,1,1,264.642948
4973,2011-02-15,55217,107,9,9,2,9,696.115596
4974,2011-02-05,76276,86,24,19,0,2,93.309811
4975,2011-02-14,47918,62,2,51,0,1,246.256648
4976,2011-01-30,0,73,35,52,3,5,350.4
4977,2011-02-22,43499,80,8,44,0,1,529.490007
4978,2011-02-13,0,72,14,58,0,1,518.4
4979,2011-01-10,0,71,11,21,3,2,476.197355
4980,2011-02-26,21497,128,31,58,0,1,614.4
4981,2011-01-05,27972,61,7,38,0,1,292.8
4982,2011-01-06,20942,84,12,59,0,2,403.2
4983,2011-01-05,0,71,31,52,0,4,511.2
4984,2011-01-25,74298,177,9,81,0,1,161.537767
4985,2011-01-09,23339,138,8,31,0,1,666.307195
4986,2011-02-19,77031,125,17,17,0,1,600.0
4987,2011-02-18,31739,71,10,29,0,2,469.882367
4988,2011-01-18,0,66,4,30,0,5,420.39344
4989,2011-02-04,25236,89,2,26,0,1,427.2
4990,2011-02-18,0,103,25,16,1,1,685.227276
4991,2011-01-26,40964,74,7,57,0,8,355.2
4992,2011-01-28,40896,109,3,61,0,1,319.294289
4993,2011-02-06,95733,72,19,82,0,3,475.423848
4994,2011-01-08,39161,71,8,84,3,1,340.8
4995,2011-02-03,84551,72,10,82,0,5,28.92584
4996,2011-02-08,12843,111,6,47,0,3,1143.494486
4997,2011-02-04,71551,62,10,19,0,1,297.6
4998,2011-01-30,0,71,2,5,0,1,511.2
4999,2011-02-20,77835,74,2,30,1,4,43.618784
5000,2011-01-25,16764,61,13,79,0,7,292.8
5001,2011-01-29,39007,105,29,16,0,2,1023.844984
5002,2011-02-14,20290,113,6,75,0,3,766.519022
5003,2011-01-07,46182,65,23,27,0,2,2.574682
5004,2011-02-16,11920,74,20,27,0,7,355.2
5005,2011-01-11,97162,86,0,63,0,1,32.715179
5006,2011-02-05,42743,117,5,86,1,6,101.288057
5007,2011-02-19,0,64,18,59,0,2,40.44586
5008,2011-02-19,0,87,4,4,3,1,420.041981
5009,2011-02-28,85789,105,18,54,2,2,122.302824
5010,2011-01-04,0,82,24,86,0,2,588.269018
5011,2011-01-10,31349,93,10,32,0,1,446.4
5012,2011-01-28,37256,62,15,7,0,2,128.969729
5013,2011-02-22,0,69,2,76,0,3,331.2
5014,2011-02-03,0,102,27,29,0,5,848.161322
5015,2011-01-01,58166,67,3,19,0,1,91.914969
5016,2011-01-31,0,63,4,55,1,3,453.6
5017,2011-02-18,97361,73,6,85,0,2,350.4
5018,2011-01-24,51937,193,5,40,0,9,850.389259
5019,2011-01-15,75921,106,32,4,0,1,609.680428
5020,2011-01-01,92766,71,17,15,0,2,379.029102
5021,2011-02-01,12964,65,2,37,0,4,362.774545
5022,2011-01-23,48117,88,4,51,0,3,422.4
5023,2011-02-07,0,77,17,41,0,2,554.4
5024,2011-01-20,0,118,18,66,1,2,966.541071
5025,2011-02-01,66152,111,14,18,0,1,532.8
5026,2011-01-31,31093,64,1,22,0,1,274.956819
5027,2011-01-08,0,107,15,58,1,1,513.6
5028,2011-01-29,0,166,4,49,0,4,1195.2
5029,2011-01-04,19121,95,1,18,0,1,915.188647
5030,2011-01-11,0,65,11,46,0,3,468.0
5031,2011-01-30,68563,131,6,44,1,3,350.097052
5032,2011-02-14,24726,92,18,75,1,5,150.693773
5033,2011-02-24,0,97,31,24,0,3,638.371157
5034,2011-02-15,51991,73,4,95,0,1,124.376921
5035,2011-01-13,0,118,25,29,0,7,153.176419
5036,2011-01-17,89096,111,1,50,0,3,64.98293
5037,2011-02-08,23031,148,26,76,0,2,710.4
5038,2011-01-31,29540,73,3,23,0,2,350.4
5039,2011-01-10,58557,88,4,83,0,1,55.510526
5040,2011-01-17,88816,70,33,9,0,1,164.282841
5041,2011-01-24,0,61,2,61,0,2,439.2
5042,2011-02-18,61809,72,9,21,0,1,328.004855
5043,2011-01-23,58452,186,7,13,0,5,892.8
5044,2011-02-15,57161,127,20,92,0,1,609.6
5045,2011-02-12,0,65,11,69,0,1,111.872115
5046,2011-02-22,90083,71,23,47,0,1,181.689191
5047,2011-02-07,57693,76,16,56,0,3,547.2
5048,2011-02-24,0,69,16,42,0,2,331.2
5049,2011-01-07,44368,80,5,72,0,3,384.0
5050,2011-01-17,68727,72,15,49,0,2,171.475838
5051,2011-02-26,40564,97,0,36,0,2,85.968142
5052,2011-02-26,51066,74,23,0,0,8,787.993313
5053,2011-02-27,0,92,30,81,0,2,640.229108
5054,2011-02-11,90551,61,28,4,4,2,374.527412
5055,2011-02-24,0,67,16,45,0,5,321.6
5056,2011-02-20,21353,80,28,21,0,1,576.0
5057,2011-01-01,0,102,25,48,0,1,976.112456
5058,2011-02-24,55350,67,0,13,0,9,321.6
5059,2011-01-16,80321,105,25,1,0,2,166.972451
5060,2011-02-06,94230,137,21,82,0,1,657.6
5061,2011-01-25,53305,63,32,73,0,4,302.4
5062,2011-01-24,55593,182,10,48,1,9,677.63589
5063,2011-02-19,0,165,27,38,0,1,1853.202354
5064,2011-02-15,0,94,12,3,0,2,676.8
5065,2011-01-20,0,87,3,43,0,1,132.492438
5066,2011-01-04,22158,74,8,92,0,1,355.2
5067,2011-01-27,81605,67,7,74,0,1,424.219182
5068,2011-01-25,62219,69,7,73,0,4,243.238784
5069,2011-01-16,15587,71,11,48,0,1,136.033828
5070,2011-01-13,0,84,18,25,1,4,481.025786
5071,2011-01-17,0,116,7,57,0,2,835.2
5072,2011-01-24,28505,88,0,93,0,2,422.4
5073,2011-01-21,25918,104,7,30,0,2,996.775536
5074,2011-02-14,0,261,33,44,0,1,2759.794354
5075,2011-02-14,34137,62,6,9,0,2,297.6
5076,2011-01-11,21839,137,2,70,0,8,657.6
5077,2011-01-05,20978,98,19,96,1,1,1176.2788
5078,2011-01-17,83392,71,30,80,0,3,125.961938
5079,2011-02-15,73661,128,34,47,0,3,404.329477
5080,2011-01-29,49793,121,3,55,0,1,640.835113
5081,2011-01-23,0,65,3,71,0,1,686.774939
5082,2011-02-15,91890,107,30,28,0,7,156.617415
5083,2011-01-09,0,65,16,61,0,9,468.0
5084,2011-02-16,11885,101,18,39,0,2,484.8
5085,2011-02-01,43000,109,27,9,0,2,676.808053
5086,2011-02-15,90043,63,12,21,0,2,203.226649
5087,2011-01-17,0,72,34,46,0,2,345.6
5088,2011-02-03,48567,130,12,15,0,1,624.0
5089,2011-01-28,27510,159,5,28,3,1,871.457982
5090,2011-01-12,59124,70,18,31,2,1,173.426207
5091,2011-01-14,0,119,20,89,3,1,856.8
5092,2011-01-02,56531,170,34,24,3,1,816.0
5093,2011-01-25,0,139,2,33,1,2,667.2
5094,2011-01-10,45277,191,19,0,0,2,916.8
5095,2011-01-30,0,65,12,57,3,1,368.828511
5096,2011-02-08,0,73,18,45,0,5,350.4
5097,2011-01-28,22886,65,9,81,0,3,312.0
5098,2011-01-02,66685,67,35,50,2,2,38.763897
5099,2011-01-23,65775,72,16,98,0,4,171.426318
5100,2011-02-01,52972,74,3,68,0,1,355.2
5101,2011-02-15,52979,72,14,53,0,4,345.6
5102,2011-01-13,55436,67,7,44,0,2,321.6
5103,2011-01-21,32116,132,10,42,0,1,277.351026
5104,2011-01-24,56070,74,5,73,0,2,87.990528
5105,2011-02-27,0,62,32,31,0,3,690.548602
5106,2011-02-10,0,116,12,76,1,2,835.2
5107,2011-02-19,93621,100,16,20,0,1,59.860273
5108,2011-02-01,79192,70,11,74,0,1,336.0
5109,2011-01-01,96853,98,34,68,0,2,565.504258
5110,2011-01-20,0,83,25,91,4,1,355.385287
5111,2011-01-11,75121,73,12,22,0,6,171.226873
5112,2011-02-23,0,117,2,41,0,1,842.4
5113,2011-02-12,69959,63,9,3,0,2,401.838921
5114,2011-01-14,81400,104,6,19,0,2,499.2
5115,2011-02-04,0,98,33,87,1,1,705.6
5116,2011-02-25,67523,72,35,21,0,7,345.237659
5117,2011-01-21,62366,108,22,87,0,8,51.316527
5118,2011-02-25,67134,131,5,63,1,6,277.448968
5119,2011-02-26,41479,94,14,38,1,1,19.575683
5120,2011-02-15,29697,66,0,58,4,1,316.8
5121,2011-01-29,58577,110,6,62,0,1,303.872752
5122,2011-02-25,0,106,7,44,0,4,508.8
5123,2011-01-10,51144,61,28,32,1,9,223.305224
5124,2011-02-23,29587,76,25,4,0,3,422.024661
5125,2011-01-05,0,157,17,1,0,2,753.6
5126,2011-02-25,71499,112,25,61,0,5,537.6
5127,2011-02-21,0,106,23,45,0,5,763.2
5128,2011-02-14,0,126,4,59,0,2,907.2
5129,2011-02-12,75740,64,13,11,0,1,128.516525
5130,2011-01-05,53262,62,11,18,4,2,223.72051
5131,2011-02-26,75180,77,15,30,3,1,154.907769
5132,2011-02-08,31196,62,26,57,4,9,342.796508
5133,2011-02-02,0,186,0,67,2,5,1441.843837
5134,2011-01-16,34505,106,13,44,0,9,359.861348
5135,2011-01-27,0,82,14,27,2,2,146.757086
5136,2011-02-25,0,97,1,40,0,2,1154.635974
5137,2011-01-11,37937,116,11,42,0,5,556.8
5138,2011-02-19,21897,139,19,67,0,2,667.2
5139,2011-02-03,55994,92,19,75,2,2,441.6
5140,2011-01-22,24067,132,12,2,0,6,633.6
5141,2011-01-31,43630,99,33,30,0,3,475.2
5142,2011-01-31,23811,130,20,8,0,1,624.0
5143,2011-01-27,0,62,11,45,0,1,446.4
5144,2011-01-22,0,100,17,21,2,4,648.364172
5145,2011-02-06,0,124,6,34,0,1,595.2
5146,2011-02-21,50562,79,19,34,0,9,545.013504
5147,2011-01-20,21514,62,0,59,0,2,257.248789
5148,2011-02-05,80355,187,24,92,1,2,897.6
5149,2011-01-02,64125,108,3,44,0,3,369.818708
5150,2011-02-09,83800,62,11,44,0,1,196.155575
5151,2011-02-28,23840,64,32,66,0,7,307.2
5152,2011-01-09,54834,72,23,13,0,8,186.191931
5153,2011-01-28,80277,112,6,40,1,2,36.975673
5154,2011-01-24,88430,66,7,17,1,2,316.8
5155,2011-01-25,26255,88,21,4,0,3,52.752601
5156,2011-01-28,0,95,16,1,0,1,684.0
5157,2011-01-17,95715,119,0,52,2,2,148.98255
5158,2011-01-05,0,70,22,67,3,1,336.0
5159,2011-01-14,32437,69,4,73,0,1,473.361602
5160,2011-01-11,22726,65,25,73,0,3,312.0
5161,2011-01-08,58092,72,7,56,1,2,202.24202
5162,2011-02-02,83365,109,27,7,1,4,523.2
5163,2011-02-11,12153,69,23,9,1,8,438.155584
5164,2011-02-11,74028,118,10,16,0,2,53.076203
5165,2011-02-17,52707,90,33,66,1,6,432.0
5166,2011-01-22,47451,87,0,31,1,6,417.6
5167,2011-01-11,19864,63,22,96,0,1,352.394515
5168,2011-01-19,28513,100,4,22,1,2,480.0
5169,2011-02-04,26242,74,5,69,0,1,347.060173
5170,2011-02-15,55067,110,3,21,1,2,353.098604
5171,2011-02-01,62291,100,1,53,0,3,480.0
5172,2011-01-18,25048,167,0,11,0,5,801.6
5173,2011-02-21,16654,79,23,31,0,7,379.2
5174,2011-01-22,26887,113,32,67,0,2,542.4
5175,2011-02-02,22784,70,11,68,0,2,224.904234
5176,2011-01-01,49345,69,10,12,0,7,251.075981
5177,2011-01-11,0,70,4,63,0,2,622.381217
5178,2011-01-10,34307,92,33,62,2,1,186.025014
5179,2011-02-19,0,95,19,41,1,9,629.647822
5180,2011-02-26,44096,72,28,65,1,2,345.6
5181,2011-01-20,43204,64,31,19,3,1,246.065764
5182,2011-02-28,0,92,3,7,0,2,441.6
5183,2011-02-22,0,117,13,69,0,1,842.4
5184,2011-02-26,78596,118,1,70,0,1,133.907696
5185,2011-01-17,38925,112,10,48,0,1,241.304377
5186,2011-01-24,0,119,9,8,0,3,571.2
5187,2011-02-22,21885,108,7,29,0,1,52.339396
5188,2011-01-28,48345,67,7,1,0,7,212.009825
5189,2011-01-13,77993,62,26,10,0,1,297.6
5190,2011-01-15,25748,90,9,23,0,1,117.871165
5191,2011-02-05,22520,73,17,64,0,3,350.4
5192,2011-02-07,0,95,1,69,0,2,579.452318
5193,2011-02-20,0,73,6,11,0,1,350.4
5194,2011-02-13,75986,115,11,44,0,3,89.119797
5195,2011-02-05,0,205,14,63,0,4,1476.0
5196,2011-01-28,58542,114,29,82,0,2,129.985718
5197,2011-02-08,43640,64,10,99,2,3,1.208908
5198,2011-02-28,86901,72,24,73,0,2,313.366255
5199,2011-02-17,94115,74,28,41,0,8,409.089884
5200,2011-01-14,0,125,22,80,0,9,900.0
5201,2011-01-01,65375,65,9,84,0,3,6.07744
5202,2011-02-11,44341,105,15,56,0,2,355.114822
5203,2011-02-23,24378,188,18,34,0,5,902.4
5204,2011-02-08,93489,84,16,72,0,1,104.280764
5205,2011-01-23,69161,97,19,71,0,8,341.431343
5206,2011-02-12,60774,154,13,7,0,5,739.2
5207,2011-02-19,0,101,1,83,4,1,960.115399
5208,2011-01-07,54008,67,18,90,0,2,370.503286
5209,2011-02-01,0,74,15,61,0,2,232.01349
5210,2011-01-18,44619,68,35,45,0,1,283.668439
5211,2011-02-24,16476,101,29,25,0,1,313.885191
5212,2011-01-02,73359,94,17,24,0,2,107.187926
5213,2011-02-11,25949,104,0,28,0,3,499.2
5214,2011-01-19,62018,73,2,59,0,1,90.094835
5215,2011-02-01,41433,183,24,40,0,9,1317.6
5216,2011-02-09,0,238,29,90,1,4,1142.4
5217,2011-02-22,68931,66,32,30,0,7,309.577946
5218,2011-02-28,0,141,25,27,0,3,1015.2
5219,2011-02-27,0,104,24,49,0,6,748.8
5220,2011-01-24,0,64,35,59,0,1,286.124652
5221,2011-02-02,98044,73,5,53,0,2,347.336864
5222,2011-02-21,91354,68,30,26,0,2,361.646987
5223,2011-02-04,0,109,5,20,4,7,605.137484
5224,2011-02-13,15083,115,25,14,0,2,552.0
5225,2011-01-19,0,61,21,24,0,2,370.755025
5226,2011-01-02,0,107,15,63,0,8,1267.709661
5227,2011-01-18,0,80,30,96,0,2,69.142986
5228,2011-02-11,0,67,15,75,3,1,618.355883
5229,2011-01-08,22955,92,6,23,3,2,441.6
5230,2011-01-16,0,69,5,26,0,2,566.673518
5231,2011-01-17,51641,63,8,80,1,1,137.091494
5232,2011-02-08,10211,119,7,16,0,7,571.2
5233,2011-02-23,0,68,13,11,0,1,296.692076
5234,2011-02-10,0,80,31,67,0,1,16.524885
5235,2011-01-20,33806,89,32,59,0,2,395.729716
5236,2011-01-09,50269,80,15,88,0,3,32.228778
5237,2011-02-25,18375,103,8,50,0,1,535.080276
5238,2011-02-08,24133,68,20,42,0,2,76.026046
5239,2011-01-31,88375,77,23,11,0,3,0.42331
5240,2011-01-31,88997,72,9,71,0,3,174.041566
5241,2011-02-16,0,125,2,84,0,1,600.0
5242,2011-02-25,23402,61,29,38,0,7,292.8
5243,2011-02-25,46396,103,11,79,1,2,384.01403
5244,2011-01-18,0,96,28,62,0,4,460.8
5245,2011-02-16,0,102,34,37,0,3,489.6
5246,2011-02-03,33175,66,31,76,0,2,84.520776
5247,2011-01-26,63885,114,0,17,0,8,86.477384
5248,2011-01-01,92766,71,17,15,0,2,379.029102
5249,2011-01-02,45515,61,14,33,0,9,236.907007
5250,2011-01-13,0,115,21,46,0,2,1163.620366
5251,2011-02-15,37703,70,11,51,0,1,83.121963
5252,2011-02-24,0,68,9,1,0,6,489.6
5253,2011-02-12,0,122,8,32,0,6,684.851797
5254,2011-01-03,64987,66,17,90,0,1,182.927837
5255,2011-02-14,73180,64,27,43,0,3,132.543257
5256,2011-01-01,92766,71,17,15,0,2,379.029102
5257,2011-02-15,0,119,29,54,2,1,571.2
5258,2011-01-11,50071,71,3,32,0,1,18.918935
5259,2011-02-21,53058,91,16,44,4,3,209.465295
5260,2011-01-08,0,127,11,86,0,3,22.483259
5261,2011-01-14,16370,74,4,54,0,2,296.049396
5262,2011-02-26,70521,63,13,26,0,2,302.4
5263,2011-02-07,58007,81,23,71,0,2,518.346912
5264,2011-02-06,31670,179,33,3,0,1,1288.8
5265,2011-01-02,0,112,12,93,0,3,537.6
5266,2011-01-16,0,70,28,26,0,2,491.112176
5267,2011-01-01,62534,68,10,1,0,2,326.4
5268,2011-02-27,26790,71,4,41,0,1,340.8
5269,2011-01-27,0,95,13,20,0,5,456.0
5270,2011-01-04,56178,94,1,39,0,1,451.2
5271,2011-01-23,28646,61,11,50,0,1,355.028632
5272,2011-01-15,31267,129,4,45,0,2,619.2
5273,2011-01-05,78250,114,7,66,0,6,547.2
5274,2011-01-26,0,153,25,5,0,1,1027.000029
5275,2011-01-17,65636,67,15,72,0,2,321.6
5276,2011-02-06,43177,103,34,74,0,1,420.966805
5277,2011-01-16,26733,66,7,55,0,5,218.717113
5278,2011-01-12,12590,73,22,1,0,2,132.503461
5279,2011-02-22,33481,188,28,46,0,2,1194.892002
5280,2011-01-31,0,80,25,80,0,2,384.0
5281,2011-01-05,25752,73,28,85,0,2,378.262864
5282,2011-01-29,27982,87,15,74,0,1,14.743099
5283,2011-01-12,29445,68,0,31,0,9,334.015169
5284,2011-02-05,47455,61,1,61,0,1,278.804991
5285,2011-01-02,64125,108,3,44,0,3,369.818708
5286,2011-02-13,56830,83,6,27,0,9,319.799712
5287,2011-01-23,58236,108,22,92,0,2,67.253453
5288,2011-02-23,54289,62,32,13,0,2,430.093647
5289,2011-01-26,0,66,16,77,0,2,316.8
5290,2011-02-07,47482,93,19,45,0,3,594.177664
5291,2011-01-16,60244,83,3,72,3,1,326.281835
5292,2011-02-03,20867,71,0,79,0,1,340.8
5293,2011-02-01,98138,93,30,10,1,2,427.52731
5294,2011-01-29,0,81,6,49,0,2,583.2
5295,2011-01-11,20327,74,26,44,0,1,824.254866
5296,2011-02-19,11828,90,18,84,0,2,571.479602
5297,2011-01-21,50695,71,31,30,0,5,110.567069
5298,2011-01-22,0,107,14,90,0,3,770.4
5299,2011-01-24,98693,61,7,57,0,3,292.8
5300,2011-02-17,54507,138,20,11,0,1,702.990032
5301,2011-02-24,89703,126,6,54,0,1,601.983113
5302,2011-01-07,0,71,9,6,0,3,421.147532
5303,2011-01-19,0,67,19,82,1,3,357.14996
5304,2011-01-08,70882,69,20,50,0,2,124.380223
5305,2011-01-17,60817,103,3,79,1,1,494.4
5306,2011-02-04,72257,90,28,61,0,2,408.415481
5307,2011-01-16,90008,137,13,3,0,2,406.986034
5308,2011-01-15,93987,65,9,1,0,1,251.321448
5309,2011-02-19,81872,115,10,55,0,2,256.43803
5310,2011-01-02,60221,67,3,17,0,2,238.561687
5311,2011-02-06,33651,69,21,37,1,2,328.65413
5312,2011-01-07,0,61,22,94,0,2,216.08671
5313,2011-02-08,75741,109,31,59,0,7,217.188864
5314,2011-01-27,38086,96,17,10,0,7,243.237741
5315,2011-01-27,38725,64,12,58,0,2,307.2
5316,2011-01-02,20132,86,5,61,3,2,412.8
5317,2011-02-12,0,105,0,47,0,2,451.13986
5318,2011-02-17,44299,106,25,76,5,2,754.260616
5319,2011-02-20,98917,139,18,21,0,1,336.612234
5320,2011-01-10,91535,67,35,13,1,2,126.634634
5321,2011-02-20,53484,70,12,12,0,2,333.051529
5322,2011-01-08,45318,103,17,27,0,8,494.4
5323,2011-01-18,46897,70,16,47,0,3,344.377218
5324,2011-02-08,40135,80,29,70,0,1,78.008093
5325,2011-02-26,38606,68,16,99,0,3,413.288851
5326,2011-01-04,56550,73,22,41,3,2,162.775889
5327,2011-01-06,61146,65,7,68,0,6,273.018929
5328,2011-02-05,36409,66,26,33,0,2,316.8
5329,2011-02-20,90035,80,28,38,0,3,141.628547
5330,2011-02-21,39669,98,13,63,0,2,492.935479
5331,2011-02-10,57963,61,11,63,0,1,42.160829
5332,2011-02-19,81872,115,10,55,0,2,256.43803
5333,2011-02-12,25965,65,23,27,0,1,329.206567
5334,2011-01-11,59662,85,6,76,0,1,10.168824
5335,2011-01-19,27906,102,5,57,0,1,489.6
5336,2011-01-31,51032,83,5,56,0,1,349.954886
5337,2011-01-23,83771,133,26,18,0,1,482.328161
5338,2011-02-13,57052,115,7,56,1,4,483.62724
5339,2011-02-11,51510,106,11,17,0,1,688.547375
5340,2011-01-25,34819,61,0,31,0,6,185.898327
5341,2011-02-24,31189,122,18,10,0,2,585.6
5342,2011-01-06,32180,103,3,28,0,1,558.835255
5343,2011-01-27,27500,114,25,47,0,2,472.280461
5344,2011-02-18,67018,94,11,17,0,4,104.427573
5345,2011-01-11,0,77,32,0,0,1,436.369797
5346,2011-01-07,0,199,7,93,0,2,1062.090461
5347,2011-01-07,33588,62,2,64,0,2,419.921897
5348,2011-02-20,56270,83,23,2,0,4,398.4
5349,2011-02-15,82800,70,12,94,0,2,442.194796
5350,2011-02-03,0,68,2,70,0,2,425.137341
5351,2011-01-10,63891,119,13,13,0,1,7.651121
5352,2011-01-08,43946,133,13,83,0,2,415.98615
5353,2011-02-14,62039,68,8,30,1,8,265.877583
5354,2011-02-16,60475,107,9,18,0,1,513.6
5355,2011-02-10,70279,71,17,25,0,7,331.231484
5356,2011-02-26,0,93,4,63,0,1,446.4
5357,2011-01-05,66676,97,0,40,0,1,558.099357
5358,2011-01-14,12048,77,6,46,0,1,369.6
